licensee,year,total_accepted_t,n_records,n_low_codes,recovery_share,disposal_share,other_share,backfill_share,hazardous_share,recovery_rate
Starrus Eco Holdings Limited (Waterford City) - W0177,2021,2461.121,11.0,10.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Waterford City) - W0177,2022,2315.8,15.0,10.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Waterford City) - W0177,2023,4737.976,13.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Waterford City) - W0177,2024,7982.84,16.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Waterford City) - W0177,2025,7538.43,15.0,10.0,0.0,0.0,1.0,0.0,0.0,
Ted O'Donoghue and Sons Limited - W0214,2021,6313.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,
Ted O'Donoghue and Sons Limited - W0214,2022,6450.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,
Ted O'Donoghue and Sons Limited - W0214,2023,5462.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,
Ted O'Donoghue and Sons Limited - W0214,2024,4536.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,
Ted O'Donoghue and Sons Limited - W0214,2025,4250.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,
The City Bin Co. Unlimited Company - W0148,2021,82.82,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
The City Bin Co. Unlimited Company - W0148,2022,72.5,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
The City Bin Co. Unlimited Company - W0148,2023,8.13,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
The City Bin Co. Unlimited Company - W0148,2024,1052.26,5.0,4.0,0.0,0.0,1.0,0.0,0.0,
The City Bin Co. Unlimited Company - W0148,2025,3120.107,18.0,9.0,0.0,0.0,1.0,0.0,0.0,
The Hammond Lane Metal Company Limited - P0997,2021,9821.986,6.0,6.0,0.9875448814526919,0.0,0.012455118547308049,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P0997,2022,10295.456999999999,11.0,6.0,0.9541146157960739,0.0,0.04588538420392607,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P0997,2023,12229.638,12.0,7.0,0.0,0.0,1.0,0.0,0.0,
The Hammond Lane Metal Company Limited - P0997,2024,13596.690999999999,12.0,6.0,0.9667947885261201,0.0,0.033205211473879934,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P0997,2025,12100.749,12.0,6.0,0.0,0.0,1.0,0.0,0.0,
The Hammond Lane Metal Company Limited - P1002,2021,56962.388999999996,8.0,6.0,0.9356753453581451,0.0,0.064324654641855,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P1002,2022,54309.862,14.0,6.0,0.9718654228950168,0.0,0.028134577104983256,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P1002,2023,50323.234,15.0,6.0,0.9777810583477207,0.0,0.022218941652279348,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P1002,2024,37656.770000000004,12.0,6.0,0.9874351145889569,0.0,0.012564885411042954,0.0,0.0,1.0
The Hammond Lane Metal Company Limited - P1002,2025,37368.664000000004,14.0,6.0,0.0,0.0,1.0,0.0,0.0,
Thorntons Recycling Centre (Ballyfermot) - W0044,2021,3973.7299999999996,13.0,9.0,0.0,0.0,1.0,0.0,0.0,
Thorntons Recycling Centre (Ballyfermot) - W0044,2022,18804.522,10.0,8.0,0.0,0.0,0.9999999999999998,0.0,0.0,
Thorntons Recycling Centre (Ballyfermot) - W0044,2023,54660.662,17.0,12.0,0.0,0.0,1.0,0.0,0.0,
Thorntons Recycling Centre (Ballyfermot) - W0044,2024,57627.062000000005,15.0,12.0,0.0,0.0,1.0,0.0,0.0,
Thorntons Recycling Centre (Ballyfermot) - W0044,2025,68153.38500000001,16.0,13.0,0.0,0.0,1.0,0.0,0.0,
Tulligmore Quarry Solutions Limited - W0255,2022,46125.86,3.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5
Tulligmore Quarry Solutions Limited - W0255,2023,443334.12,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Tulligmore Quarry Solutions Limited - W0255,2024,552791.02,41.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
Tulligmore Quarry Solutions Limited - W0255,2025,455291.73600000003,58.0,3.0,1.0,0.0,0.0,0.999975180748723,0.0,1.0
Valcroft Unlimited Company - P1136,2025,2993.94,5.0,3.0,0.0,0.0,1.0,0.0,0.0,
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2021,88.35,6.0,4.0,0.0,0.9037917374080362,0.09620826259196379,0.0,1.0,0.0
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2022,109.4,8.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2023,71.326,7.0,4.0,0.0,1.0,0.0,0.0,0.9962846647786221,0.0
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2024,0.841,4.0,3.0,0.0,1.0,0.0,0.0,0.6860879904875148,0.0
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2025,17.16,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Walshestown Restoration Limited - W0254,2021,637312.196,62.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
Walshestown Restoration Limited - W0254,2022,505948.94000000006,74.0,5.0,1.0,0.0,0.0,0.989755408915374,0.0,1.0
Walshestown Restoration Limited - W0254,2023,596507.9360000001,75.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0
Walshestown Restoration Limited - W0254,2024,347790.08999999997,47.0,3.0,1.0,0.0,0.0,0.9983604478206956,0.0,1.0
Walshestown Restoration Limited - W0254,2025,629878.2760000001,80.0,3.0,0.18429712600534262,0.0,0.8157028739946572,0.0002974542973442697,0.0,1.0
Waste Recovery Services (Fermoy) Limited - W0107,2022,4191.3,11.0,7.0,0.1368358265931811,0.0,0.863164173406819,0.09163743945792474,0.0,1.0
Waste Recovery Services (Fermoy) Limited - W0107,2023,7547.54,10.0,8.0,0.11757473295934834,0.0,0.8824252670406517,0.0,0.0,1.0
Youghal Landfill - W0068,2021,10.96,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Youghal Landfill - W0068,2022,10.56,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Youghal Landfill - W0068,2023,4.84,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Youghal Landfill - W0068,2024,7.08,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Youghal Landfill - W0068,2025,14.42,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
